ID	content	Câu hỏi/External ID
utc2_a_2122	 AD: Rất cảm ơn bạn đã trăn trở và đóng góp ý kiến mục đích để cho Nhà trường phát triển hơn. Tuy nhiên nếu như vậy thì sẽ trở về học niên chế bạn à. Rất mong sẽ có nhiều hơn những ý kiến nhằm tháo gỡ vướng mắc cho Nhà trường trên nhiều phương diện khác nhau :)	__import__.utc2_q_2122
utc2_a_2123	" 1. Chào các bạn, do lỗi đồng bộ hệ thống phần mềm nên có một số bạn sinh viên đóng học phí vào ngày đầu tiên 18/9/2017 hệ thống vẫn tính học phí theo đơn giá cũ. Lỗi này đã được xử lý vào chiều ngày 18/9. Các trường hợp này sau khi kết thúc thu học phí đợt I, Nhà trường sẽ có thông báo về việc nộp bổ sung phần học phí chênh lệch này. Rất xin lỗi các bạn về sự bất tiện này."	__import__.utc2_q_2123
utc2_a_2124	" 2. Chào các bạn, do lỗi đồng bộ hệ thống phần mềm nên có một số bạn sinh viên đóng học phí vào ngày đầu tiên 18/9/2017 hệ thống vẫn tính học phí theo đơn giá cũ. Lỗi này đã được xử lý vào chiều ngày 18/9. Các trường hợp này sau khi kết thúc thu học phí đợt I, Nhà trường sẽ có thông báo về việc nộp bổ sung phần học phí chênh lệch này. Rất xin lỗi các bạn về sự bất tiện này."	__import__.utc2_q_2124
utc2_a_2125	" 3. Trường hợp sinh viên đã kết thúc khóa học, điều kiện nhận đồ án tốt nghiệp và bảo vệ đồ án tốt nghiệp bạn vui lòng đọc ở cuốn sổ tay sinh viên. Các quy định này Nhà trường đã công bố trên rất nhiều kênh."	__import__.utc2_q_2125
utc2_a_2126	 4. trường hợp này bạn vui lòng cho biết thông tin cụ thể để nhà trường kiểm tra và giải quyết. hoặc bạn có thể liên hệ trực tiếp với phòng đào tạo (phòng 10 nhà d3 gặp thầy tưởng) để được giải quyết nhé.	__import__.utc2_q_2126
utc2_a_2127	 4. trường hợp này bạn vui lòng cho biết thông tin cụ thể để nhà trường kiểm tra và giải quyết. hoặc bạn có thể liên hệ trực tiếp với phòng đào tạo (phòng 10 nhà d3 gặp thầy tưởng) để được giải quyết nhé.	__import__.utc2_q_2127
utc2_a_2128	" AD: Thông báo ngày 14 mới đúng bạn ạ, Để thuận lợi cho các bạn được miễn học phí, Phòng TC - KT đã trao đổi với ngân hàng để ko thu những bạn được miễn 100%, tuy nhiên phần mềm xét phải có đóng tiền mới khớp lệnh đăng ký môn. Do vậy, ba bên đang phải ngồi lại để làm việc, các bạn thông cảm vẫn phải đóng bình thường nhé. Thân ./."	__import__.utc2_q_2128
utc2_a_2129	" 1. Chào các bạn, các trường hợp đóng học phí mà ngân hàng đã báo trừ tiền trong tài khoản thì các bạn yên tâm là Nhà trường đã thu được. Hệ thống phần mềm bị lỗi vào ngày 18/9 nên xảy ra tình trạng Ngân hàng đã trừ tiền nhưng hệ thống vẫn chưa thể hiện là đã nộp tiền. Rất xin lỗi các bạn vì sự bất tiện này."	__import__.utc2_q_2129
utc2_a_2130	" 2. chào bạn, việc hệ thống phần mềm có trục trặc lỗi là việc không mong muốn. tuy nhiên những lỗi này sẽ được nhà trường khắc phục vào thời gian sắp tới. trên nguyên tắc nhà trường luôn bảo vệ quyền lợi của sinh viên. do đó nếu việc hệ thống lỗi ảnh hưởng đến việc hoàn thành các thủ tục với nhà trường, các bạn vui lòng liên hệ ngay với phòng đào tạo để được giải quyết (kèm theo minh chứng)."	__import__.utc2_q_2130
utc2_a_2131	" 3. Chào các bạn, các trường hợp đóng học phí mà ngân hàng đã báo trừ tiền trong tài khoản thì các bạn yên tâm là Nhà trường đã thu được. Hệ thống phần mềm bị lỗi vào ngày 18/9 nên xảy ra tình trạng Ngân hàng đã trừ tiền nhưng hệ thống vẫn chưa thể hiện là đã nộp tiền. Rất xin lỗi các bạn vì sự bất tiện này."	__import__.utc2_q_2131
utc2_a_2132	" 3. Chào các bạn, các trường hợp đóng học phí mà ngân hàng đã báo trừ tiền trong tài khoản thì các bạn yên tâm là Nhà trường đã thu được. Hệ thống phần mềm bị lỗi vào ngày 18/9 nên xảy ra tình trạng Ngân hàng đã trừ tiền nhưng hệ thống vẫn chưa thể hiện là đã nộp tiền. Rất xin lỗi các bạn vì sự bất tiện này."	__import__.utc2_q_2132
utc2_a_2133	" AD: AD ghi nhận những bất cập mà bạn phản ánh. Tuy nhiên, việc quá tải đóng học phí là khá bình thường mà trường nào cũng gặp. Nhà trường đang xem xét việc chia theo từng khóa để đóng học phí, tránh nghẽn mạng. Ngoài ra các bạn có hai tuần để đóng tiền học phí nên ko đến mức hành hạ như bạn nói đâu ạ. Thân ./."	__import__.utc2_q_2133
utc2_a_2134	" 1. bạn làm đơn kiến nghị về việc hủy lớp học phần, nộp trực tiếp ở phòng đào tạo (p9 d3) để được xem xét."	__import__.utc2_q_2134
utc2_a_2135	" 2. hiện nay nhà trường một năm tổ chức cho các bạn 3 học kỳ (theo quy định của bộ thì một năm có 2 kỳ chính và 1 kỳ phụ), các bạn có thể trả nợ ngay trong các học kỳ chính nhé chứ không nhất thiết phải chờ học kỳ phụ. bên cạnh đó nhà trường cũng đã xem xét bố trí các lớp vào buổi tối vì các bạn bị trùng lịch với các lớp chính khóa vào buổi sáng. trong mọi tình huống, bạn có thể làm đơn kiến nghị nộp về phòng đào tạo (p10d3). căn cứ vào số lượng đăng ký và nguồn lực của nhà trường, phòng đào tạo sẽ xem xét việc mở các lớp học phần này đúng theo quy định của nhà trường. trên tinh thần chung nhà trường luôn tạo điều kiện tốt nhất để sinh viên có thể trả nợ và ra trường đúng hạn, tuy nhiên phải dựa trên nguồn lực của nhà trường."	__import__.utc2_q_2135
utc2_a_2136	" 3. bảng điểm của sinh viên trên hệ thống dịch vụ online của nhà trường hiện tại chưa có mục điểm tích lũy và số tín chỉ đã đạt được. nhà trường sẽ xem xét việc bổ sung các mục này trong thời gian tới. hiện tại, nếu bạn cần bảng điểm chi tiết thì có thể liên hệ bộ phận điểm (phòng 5d3)."	__import__.utc2_q_2136
utc2_a_2137	" 3. bảng điểm của sinh viên trên hệ thống dịch vụ online của nhà trường hiện tại chưa có mục điểm tích lũy và số tín chỉ đã đạt được. nhà trường sẽ xem xét việc bổ sung các mục này trong thời gian tới. hiện tại, nếu bạn cần bảng điểm chi tiết thì có thể liên hệ bộ phận điểm (phòng 5d3)."	__import__.utc2_q_2137
utc2_a_2138	" AD: AD rất thông cảm với các bạn (hồi AD đi học chỉ nợ có môn anh văn thôi nhưng 4 kỳ liên tiếp hehe :), coi như bị 4 môn như các bạn bây giờ). "	__import__.utc2_q_2138
utc2_a_2139	" 1. bạn lên phòng 9 nhà d3 để nhận bằng nhé, mang đầy đủ giấy tờ tùy thân, thẻ sinh viên, trong giờ hành chính nha. "	__import__.utc2_q_2139
utc2_a_2140	" 2. lý do bạn phải thật thuyết phục nhé, thường có 3 trường hợp cơ bản: đi nghĩa vụ quân sự (tự nguyện), có hoàn cảnh gia đình đặc biệt khó khăn hoặc sức khỏe ko đảm bảo (có xác nhận của bệnh viện tuyến huyện trở lên) ... bạn lên phòng 9 nhà d3 gặp thầy phó phòng đào tạo để được giải thích cụ thể nhé."	__import__.utc2_q_2140
utc2_a_2141	" 3. bạn lên phòng 10 nhà d3 hoặc hỏi các thầy cô thuộc khoa vận tải kinh tế nhé. tuy là ngành kinh tế nhưng bằng của bạn là kỹ sư đấy nhé, sắp tới cố vấn học tập phát niên giám bạn xem kỹ các môn học nhé."	__import__.utc2_q_2141
utc2_a_2142	 4. Vào trung tuần tháng 10 bạn nhé.	__import__.utc2_q_2142
utc2_a_2143	" 1. Điểm các học phần học kỳ hè: hiện nay hầu hết các học phần đã có điểm, còn khoảng 15 học phần các giảng viên đang nhập điểm và sẽ sớm có điểm. Phòng Khảo thí và ĐBCL đang yêu cầu giảng viên nộp gấp."	__import__.utc2_q_2143
utc2_a_2144	 2. Về đăng ký hệ vừa làm vừa học: không biết là các bạn hỏi về tuyển sinh mới hay chuyển hệ - Tuyển sinh mới: Nhà trường đã có thông báo tuyển sinh vào tháng 4/2017 và dự kiến thi vào tháng 8/2017 nhưng do số lượng HS ít nên không tuyển sinh; đợt mới thì chưa có thông báo. - Về chuyển hệ thì phải đợi thông báo của Đào tạo nhé :)	__import__.utc2_q_2144
utc2_a_2145	 2. Về đăng ký hệ vừa làm vừa học: không biết là các bạn hỏi về tuyển sinh mới hay chuyển hệ - Tuyển sinh mới: Nhà trường đã có thông báo tuyển sinh vào tháng 4/2017 và dự kiến thi vào tháng 8/2017 nhưng do số lượng HS ít nên không tuyển sinh; đợt mới thì chưa có thông báo. - Về chuyển hệ thì phải đợi thông báo của Đào tạo nhé :)	__import__.utc2_q_2145
utc2_a_2146	 1. Bạn nợ ít hơn 10 tín chỉ là được ạ	__import__.utc2_q_2146
utc2_a_2147	 2. Bạn phải có đủ các chứng chỉ điều kiện và nợ ít hơn 10 chỉ nhé.	__import__.utc2_q_2147
utc2_a_2148	" 3. bạn lên phòng 9 nhà d3 để hỏi nhé, sang trường củ xin chứng chỉ họ sẽ cấp cho bạn để nộp cho phòng 9 nha."	__import__.utc2_q_2148
utc2_a_2149	" 4. lên phòng 6 nhà d3 để làm trực tiếp nhé, trình bày rõ lý do, bạn sẽ được hỗ ngay nhé :)"	__import__.utc2_q_2149
utc2_a_2150	" 5. AD dục liên tục chứ bạn :), hiện Nhà Trường cũng có cơ chế để xử lý các trường hợp vượt quá thời hạn giao điểm, đợi thêm tí bạn nhé :)"	__import__.utc2_q_2150
utc2_a_2151	" 5. AD dục liên tục chứ bạn :), hiện Nhà Trường cũng có cơ chế để xử lý các trường hợp vượt quá thời hạn giao điểm, đợi thêm tí bạn nhé :)"	__import__.utc2_q_2151
utc2_a_2152	" 1. vay vốn mà bạn nói không biết có phải là vay vốn tín dụng đào tạo dành cho sinh viên, đây là chính sách của nhà nước ta hỗ trợ gia đình có con em đang theo học ở các trường đại học. nhưng vay tại ngân hàng chính sách xã hội bạn ạ, địa phương chỉ định vietcombank hay vietinbank hình như ko đúng, hỏi kỹ lại bẹn nhé. hoặc lên phòng 6 nhà d3 để được hướng dẫn nha :)"	__import__.utc2_q_2152
utc2_a_2153	" 2. bạn cứ đóng bình thường, hiện đang có đợt thu hồ sơ miễn giảm học phí tại phòng 6 nhà d3, sau khi xét xong các bạn sẽ được nhận lại tiền thông quan phòng tài vụ nhé."	__import__.utc2_q_2153
utc2_a_2154	" AD: Cái này chắc AD phải nhờ đến thần đèn quá :). Nói thật là từ ngày có Nguyễn Kim và Đường Lê Văn Việt mở rộng khang trang View Trường ta đẹp và phấn chấn hẳn :). Để có buổi làm việc nghiêm túc với bên đó về vấn đề âm thanh chắc phải cần nhiều hơn một phản ánh của bạn, tuy nhiên mới khai trương nên họ làm rầm rộ vậy thôi bạn ạ, ngoài ra AD sẽ lưu tâm điều này, bạn cứ yên tâm nhé."	__import__.utc2_q_2154
utc2_a_2155	 1. bạn lên phòng 9 nhà d3 gặp thầy nhã để làm các thủ tục nhé.	__import__.utc2_q_2155
utc2_a_2156	" 1. bạn lên phòng 9 nhà d3 để hỏi nhé, cần thiết phải làm đơn mở lớp nếu có thể nha bạn."	__import__.utc2_q_2156
utc2_a_2157	" 2. 5 hay 6 bạn còn tùy vào điểm của các bạn trong lớp nhé, có số lượng SV thì AD cũng ko thể đoàn được, bình tỉnh đợi đi bạn :)"	__import__.utc2_q_2157
utc2_a_2158	" 3. nếu là giấy xác nhận sinh viên, bạn nhận ở phòng 6 nhà d3 theo lịch hẹn nhé"	__import__.utc2_q_2158
utc2_a_2159	" 4. xét học bổng tối thiểu phải đăng ký trên 10 chỉ 1 kỳ nhé bạn, riêng với lý do khách quan nhà trường chỉ bố trí được dưới 10 chỉ 1 kỳ thì bạn vẫn được xét."	__import__.utc2_q_2159
utc2_a_2160	 5. em lên trao đổi với phòng 9 nhà d3 để cập nhật lại nhé :)	__import__.utc2_q_2160
utc2_a_2161	 5. em lên trao đổi với phòng 9 nhà d3 để cập nhật lại nhé :)	__import__.utc2_q_2161
utc2_a_2162	" AD: AD trích dẫn điều 27 trong sổ tay sinh viên Khóa 58 để bạn biết nhé, sổ này vào ngày sinh hoạt chính trị nội quy đầu khóa các bạn sẽ được nhận nhé."	__import__.utc2_q_2162
utc2_a_2163	" 1. ĐIểm thi kỳ bạn hỏi chắc là kỳ hè vừa rồi, sẽ được công vào tích lũy chung để xét cảnh báo học vụ nhé, nếu môn bạn học là môn học lại nhé."	__import__.utc2_q_2163
utc2_a_2164	" 2. Không giới hạn việc xin bảng điểm đâu bạn, bạn có thể thông qua AD để ""tính tiền SHIP"" nhé hehhe :)"	__import__.utc2_q_2164
utc2_a_2165	" 3. WB trường mới đăng tải lại thông tin rồi bạn vào link này nhé <a href=""http://utc2.edu.vn/news/view/19/137/thu-tuc-hanh-chinh-vb-mau.html"">http://utc2.edu.vn/news/view/19/137/thu-tuc-hanh-chinh-vb-mau.html</a> "	__import__.utc2_q_2165
utc2_a_2166	 4. Xét theo thang 4 bạn nhé.	__import__.utc2_q_2166
utc2_a_2167	" 5. danh sách học bổng khuyến khích học tập đang xét bạn nhé, ad cũng ko nói chắc được, bạn chờ thông báo nhé."	__import__.utc2_q_2167
utc2_a_2168	 6. lên ngay phòng 6 nhà d3 công tác chính trị sinh viên để được cấp lại nhé. thân ./.	__import__.utc2_q_2168
utc2_a_2169	 6. lên ngay phòng 6 nhà d3 công tác chính trị sinh viên để được cấp lại nhé. thân ./.	__import__.utc2_q_2169
utc2_a_2170	 1. Bạn lên Phòng 5 nhà D3 để xin nhé	__import__.utc2_q_2170
utc2_a_2171	" 2. máy của bạn thiếu font chữ ""vni time"" thì phải, ad cũng báo với thư viện đổi font ""time new roma"" cập nhật lại rồi nhé."	__import__.utc2_q_2171
utc2_a_2172	" 3. Về nguyên tắc phải có bằng mới được thi, tuy nhiên vì bạn đang trong thời gian chờ trao bằng nên AD đã liên hệ Phòng Khảo thí, ngày Thứ 2 trong giờ hành chính bạn gọi vào số: 02838960819 để được hướng dẫn cho trường hợp của mình nhé. Nhà Trường đang cố gắng thông qua kế hoạch Trao bằng sớm nhất có thể. Thân ./."	__import__.utc2_q_2172
utc2_a_2173	" 4. bạn lên phòng 10 nhà d3 hỏi nhé, ad ko biết bạn tên gì và rút môn nào để báo cả :), nhưng ad đã báo để rà soát lại danh sách nhé."	__import__.utc2_q_2173
utc2_a_2174	" 5. Cái này đều phải đợi và AD cũng đang đợi, có thông báo sẽ đăng WB ai cũng sẽ biết cùng lúc mà bạn mục: Thông báo mới nhé :)"	__import__.utc2_q_2174
utc2_a_2175	" 6. Nếu bạn học và thi lần đầu sẽ được tính. Còn bạn học lại thì kỳ nào ra kỳ đó bạn, điểm này tính trong tổng tích luỹ thôi nhé. Thân./."	__import__.utc2_q_2175
utc2_a_2176	" 6. Nếu bạn học và thi lần đầu sẽ được tính. Còn bạn học lại thì kỳ nào ra kỳ đó bạn, điểm này tính trong tổng tích luỹ thôi nhé. Thân./."	__import__.utc2_q_2176
utc2_a_2177	" AD: Ban biên tập WB đã tiếp nhận ý kiến của bạn, hy vọng sẽ có mục này sớm bạn nhé. Trước mắt bạn lên phòng 5 nhà D3 để xin bảng điểm sẽ có đầy đủ thông tin nhé."	__import__.utc2_q_2177
utc2_a_2178	" AD: Cảm ơn bạn đã phản hồi về trang. Qua bài viết của bạn AD và các bạn đọc chắc cũng đồng quan điểm rằng bạn rất tâm huyết với trường, AD cảm ơn bạn vì điều đó. AD cũng như các Thầy/ Cô và Ban lãnh đạo của Phân Hiệu cũng đang tìm giải pháp cho vấn đề này để giải quyết một cách thỏa đáng nhất. Hy vọng bạn và toàn sinh viên của Phân Hiệu luôn cùng đồng hành với Nhà trường. Thân ./."	__import__.utc2_q_2178
utc2_a_2179	" 1. Bạn có thể đăng ký học lại để thi cải thiện điểm nhé. Ngoài ra có nhiều cách khác để nâng điểm lắm nhưng bạn liên hệ qua số ""tài khoản"" của AD thì AD mới tư vấn cho à hihi :)"	__import__.utc2_q_2179
utc2_a_2180	" 2. trường chưa có dịch vụ ""ship tận nhà"" giấy xác nhận sinh viên, vấn đề này đã được bàn đến tuy nhiên chưa chứng minh được nhu cầu thực tế, nên bạn cứ phải lên phòng 6 nhà d3 lấy như trong hẹn nhé:)"	__import__.utc2_q_2180
utc2_a_2181	" AD: AD chúc mừng bạn đã là thành viên của UTC2 nhé, về vấn đề của bạn AD trả lời như sau:"	__import__.utc2_q_2181
utc2_a_2182	" ad: gần như ko anh chị nào h... được bạn đâu mà chỉ có ad thôi :) đây là năm đầu tiên áp dụng và chỉ có tại phân hiệu tp. hcm còn ngoài bắc cũng chưa. tuy nhiên vấn đề này đã được phòng ctct&amp;sv khắc phục trong chiều 03/08 rồi nhé, bạn vào đăng nhập lại thông tin đi, nếu ko được gọi số: 02837.360.564 phòng 6 nhà d3 để được tư vấn nhé :)"	__import__.utc2_q_2182
utc2_a_2183	" AD: Đối với Trường hợp của em, em nên Tham khảo điều 24.25 trong số tay sinh viên, vì em đang nhầm lẫn giữa điều kiện giao và nhận môn đồ án tốt nghiêp: 1. Điều kiện nhận giao môn đồ án tốt nghiệp: Số tín chỉ chưa tích lũy &lt;=10 tín chỉ( không bao gồm tín chỉ của học phần (Quốc phòng, thể chất, các học phần tự chọn không tính điểm, học phần thực tâp tốt nghiệp , đồ án tốt nghiệp ). Số tín chỉ tích lũy đối với từng ngành giao đồ án sẽ có thông báo cho các em. khi xét đến công tác nhận và giao đồ án và xét tốt nghiệp nếu sinh viên không đạt các điều kiện cũng sẽ bị loại khỏi danh sách. Với trường hợp của em , em nên xem kỹ lại điểm hệ 4 của em hiện nay bao nhiều, nếu đến những giai đoạn xét duyệt, em đã đạt được (tức là đủ điều kiện trên thì tất nhiên em sẽ nằm trong danh sách giao, bảo vệ đồ án, tốt nghiệp của nhà trường. Còn nếu em muốn học cải thiện để được bảng điểm đẹp khi ra trường và xếp loại tốt nghiệp ở loại khá (2.5-3.19) thì em học cải thiện . Việc học cải thiện trên thuộc về việc cá nhân của em nhé."	__import__.utc2_q_2183
utc2_a_2184	" ad: đối với những sinh viên khóa 54 hệ 4.5 năm cần lưu ý đến hai vấn đề sau: hiện tại ,em còn nợ 1 học phần và học phần thi kết thúc trước đồ án 2 tuần, em ghi là môn đó không thi, thì giáo viên sẽ không chấm và tất nhiện bảng điểm của môn học mà em đang nợ cũng không có. nếu như học phần đó có thi thì giáo viên sẽ phải chấm điểm, chốt điểm, và nộp cho phòng khảo thí, khảo thí sẽ đưa điểm lại cho phòng 5 (phòng điểm của phòng đào tạo) cập nhật điểm . khi xét bảo vệ đồ án(là ngày hết hạn giao làm đồ ân) em nên coi lại điểm của mình đã được cập nhật hết không . mặt khác, em nên xem lại học phần mà em đang nợ là học phần tính điểm không nhé."	__import__.utc2_q_2184
utc2_a_2185	" 1. Lên Phòng 5 nhà D3 Bạn nhé, Theo AD biết là có điểm hết rồi nha."	__import__.utc2_q_2185
utc2_a_2186	" 2. Bây giờ hết hạn đăng ký và đóng tiền chuẩn bị nhận phòng cho khóa cũ, rồi tiếp nhận khóa 58, sau khi giải quyết xong hai đợt này Ban QL KTX sẽ xét tiếp nếu còn chỗ trống nhé bạn."	__import__.utc2_q_2186
utc2_a_2187	" 3. để tránh việc sinh viên bị trùng lịch thi hoặc thi quá nhiều môn trong cùng một ngày, phòng đào tạo có thể sẽ tách một số học phần có lịch thi trong nhiều ngày khác nhau, do đó sinh viên xem ngày thi trong ""lịch thi theo sinh viên"" sau đó sẽ xem phòng thi tương ứng với ngày thi, giờ thi đó bên ""lịch thi - phòng thi"" ví dụ: trong lịch thi - phòng thi, lớp hp: đường lối cách mạng của đcsvn-lớp 3 có 42 sv thi tiết 8-9 - ngày 7/8/2017 - p302c2; 45 sv thi tiết 12-14 - ngày 7/8/2017 - p202c2, và 21 sv thi tiết 12-14 - ngày 17/8/2017 - p202c2.  trong lịch thi theo sinh viên, một sinh viên nguyễn văn a có lịch thi môn đường lối cách mạng của đcsvn-lớp 3 là ngày 12-14 ngày 17/08/2017 thì sẽ đi thi tiết 12-14 - ngày 17/8/2017 - p202c2."	__import__.utc2_q_2187
utc2_a_2188	" ad: nếu có lý do chính đáng đều được, nhưng tốt hơn hết là bạn phải đi để còn ký các giấy tờ, nắm thông tin, ngoài ra hôm sau còn sinh hoạt đầu khóa ngay mà, đăng nào cũng lên nên lên đúng đợt, đi đầy đủ các buổi ko là mất quyền lợi bạn ạ, . chậm nhất 15 ngày kể từ thời gian nhập học bạn vẫn có thể nộp hồ sơ tại phòng 6 nhà d3 nhưng chỉ là bất khả kháng mới làm như vậy thôi nhé :)"	__import__.utc2_q_2188
utc2_a_2189	" AD: - Về nhận định điểm đầu vào cao hay thấp AD đăng bài này của Tân SV Khóa 58 thuộc #15114 gửi #15108 của UTC2 - Confession thay câu trả lời của AD vì thấy rất phù hợp, bạn cố gắng đọc nhé (AD đã liên hệ bản quyền bên Confession rồi)"	__import__.utc2_q_2189
utc2_a_2190	 1. Mỗi năm chỉ 1 đợt thôi bạn nhé.	__import__.utc2_q_2190
utc2_a_2191	" 2. tiếng anh lớp 1 là tiếng anh nào bạn, hay là tiếng anh b1, nếu là học phần tiếng anh b1, nhà trường đã mở 02 lớp, còn 02 lớp tiếng anh lớp b1 phòng đào tạo đang liên hệ với giảng viên, bạn có thể đăng ký từ ngày 04/08/2017 bạn nhé."	__import__.utc2_q_2191
utc2_a_2192	" 3. trường hợp của bạn có thể như sau: nếu nhà trường cho đăng ký lịch học trùng với thực tập tốt nghiệp, sau này bạn đi học bị trùng lịch xin giảng viên nghỉ, giảng viên có ý kiến vì sao phòng đào tạo xếp trùng lịch cho sinh viên -&gt; trường hợp này đã xảy ra . nên hiện tại không cho đăng ký trùng lịch đuợc bạn nhé."	__import__.utc2_q_2192
utc2_a_2193	 4. Yêu cầu của bạn đang được xử lý nhé.	__import__.utc2_q_2193
utc2_a_2194	" 5. Theo dõi thông báo đi bạn, liên hệ 500 anh em căng toàn bộ giác quan và ... lên nhé :)"	__import__.utc2_q_2194
utc2_a_2195	" 6. ad hỏi phòng đào tạo rồi từ 10 tín chỉ trở lên là ok, tùy theo mức mở theo từng kỳ của mỗi lớp mỗi khóa bạn, ví dụ: quy định là 10 trở lên nhưng nếu khách quan nhà trường chỉ bố trí 9 tính chỉ thì vẫn xét cho bạn như thường."	__import__.utc2_q_2195
utc2_a_2196	 1. bạn phải đóng học phí đúng thời hạn nhé có khó khăn thì chủ động làm đơn gửi lên phòng 9 nhà d3 nha.	__import__.utc2_q_2196
utc2_a_2197	" 2. Cái này AD trả lời khá nhiều rồi, ko sao đâu bạn nhé, vì thi bao nhiêu cũng lấy điểm lần thi cao nhất mà bạn."	__import__.utc2_q_2197
utc2_a_2198	" 3. Cái này bỏ lâu lắm rồi bạn, hồi trước có việc đăng ký ""tự học xin thi"" nhưng giờ bỏ rồi."	__import__.utc2_q_2198
utc2_a_2199	" 4. Xin chào ""supper student"" :) chúc bạn thành công nhé, xin trả lời bạn là ko hạn chế tín chỉ đăng ký đâu, miễn là ko trùng lịch, nộp học phí là ok, chúc bạn ra trường trước thời hạn. Thân ./."	__import__.utc2_q_2199
utc2_a_2200	 5. Bạn có minh chứng gì ko ? lên Phòng 9 D3 ngay để được giải quyết nếu lý do là khách quan nhé.	__import__.utc2_q_2200
utc2_a_2201	 6. Bạn hỏi các trường hợp bị cảnh báo học tập phải ko ? xem lại sổ tay của khóa bạn nhé AD ko biết bạn khóa nào ?	__import__.utc2_q_2201
utc2_a_2202	" ad: ad đã trao đổi với phòng đào tạo thấy ko có sai sót gì bạn thủ xem lại máy tính của bạn có ở chế độ hiển thị ngày tháng dạng dd/mm/yyyy(ngày/tháng/năm) hay mm/dd/yyyy (tháng/ngày/năm) nhé. lịch thi học kỳ phụ, phòng đào tạo xếp toàn bộ thi trong tháng 8 bạn nhé. chúc bạn ôn thi tốt!"	__import__.utc2_q_2202
utc2_a_2203	 ad: bạn làm đơn gửi phòng khảo thí và đảm bảo chất lượng 105 nhà c3 (tầng trệt trung tâm thông tin thư viện). sẽ được hướng dẫn cụ thể nhé. thân ./.	__import__.utc2_q_2203
utc2_a_2204	" AD: Rất cảm ơn bạn vì đã gửi ý kiến về diễn đàn, quan điểm của AD là việc khảo sát triển khai là hợp lý, đã có quy định và đúng quy định ta phải làm. Khi đã làm được 3 kỳ ko thể nói là bỡ ngỡ được, hoặc ko để ý hoặc thiếu sót vì các bạn có thời gian cho việc này. "	__import__.utc2_q_2204
utc2_a_2205	" AD: Mở thời điểm nào còn tùy thuộc vào rất nhiều thứ bạn à đơn cử như: Thời gian của Giảng viên, tổng số SV tham gia khảo sát, quỹ phòng, thời gian... AD nói ko phải để kể khổ với bạn nhưng để cho bạn và các bạn khác cùng hiểu thêm."	__import__.utc2_q_2205
utc2_a_2206	" AD: Bạn ko nói cụ thể mình học ngành gì nên AD trả lời thế này nhé, các môn Vẽ nói chung gồm: Vẽ kỹ thuật, Hình họa &amp; Vẽ kỹ thuật."	__import__.utc2_q_2206
utc2_a_2207	" ad: sẽ ko được đăng ký môn đó đâu bạn. làm đơn gửi phòng 9 nhà d3 để được xem xét bạn nhé, lên đó để được tư vẫn kỹ hơn."	__import__.utc2_q_2207
utc2_a_2208	" AD: Cải thiện chỉ tính điểm qua thôi, thi bao nhiêu lần thì cũng lấy điểm cao nhất nhé, bạn yên tâm. thân ./."	__import__.utc2_q_2208
utc2_a_2209	" AD: Điều này sẽ làm ảnh hưởng đến sự tính toán phân bổ tài nguyên môn học(Giảng viên, số lớp, lịch học và thi ...) nếu sai số nhiều thì sẽ bị thiệt thòi chung cho toàn khóa, toàn trường tùy mức độ. Nên hạn chế tối đa bạn ạ."	__import__.utc2_q_2209
utc2_a_2210	" AD: Trước khi nhận đồ án các bạn bị nợ môn không quá 10 chỉ nhé, trước ngày bảo vệ phải trả đủ hết nha bạn. Thắc mắc hãy hỏi phòng 5 nhà D3 nhé."	__import__.utc2_q_2210
utc2_a_2211	" AD: Cần biết rõ môn của bạn muốn đăng ký là gì AD mới trả lời được, Bạn lên phòng 9 D3 để trao đổi cụ thể nhé. Thân ./."	__import__.utc2_q_2211
utc2_a_2212	 AD: Nếu bạn có nhu cầu cần tập hợp khoảng 10 bạn nữa làm đơn kiến nghị mở lớp nộp phòng 9 D3 có thể được xem xét nhé.	__import__.utc2_q_2212
utc2_a_2213	" ad: mình thích ví dụ của bạn :). ad xin trả lời: xét học bổng nhà trường xét dựa vào thang điểm 4. tuy nhiên trùng điểm thang 4 sẽ đối chiếu điểm rèn luyện (nhưng chỉ xét theo mức: xuất sắc, tốt, khá). nếu mức rèn luyện bằng nhau nữa thì quay lại xét điểm học tập hệ 10. thân ./."	__import__.utc2_q_2213
utc2_a_2214	" ad: bạn đăng rất khẩn thiết nhưng nhầm nơi đến ạ, phòng đào tạo mới nhập điểm bạn nhé, các thầy cô cũng nỗ lực lắm rồi, cái gì cũng có lý do của nó. bạn nói gv đã nộp điểm về rồi thì chắc cũng có thể biết kết quả mà. ad cũng đợi nè :( . thân ./."	__import__.utc2_q_2214
utc2_a_2215	" AD: Không đâu bạn, kỳ nào ra kỳ đó nhé :)"	__import__.utc2_q_2215
utc2_a_2216	 AD: Thay mặt 500 aem Phân hiệu Trường ĐH GTVT tại TP.HCM AD chúc mừng bạn đã có kết quả tốt trong kỳ thi THPT vừa qua và đã lựa chọn vào mái nhà chung của tụi mình :). 	__import__.utc2_q_2216
utc2_a_2217	 - Tất cả các lớp nhằm mục đích trả nợ các bạn đều phải đợi thông báo cụ thể thôi hỏi chung chung AD cũng chịu :(	__import__.utc2_q_2217
